Date,CO2(ppm),Temp(C),CarCount
01/01/2021 14:46,467.29,25.61,0
01/01/2021 14:47,465.61,25.56,0
01/01/2021 14:48,465.29,25.56,0
01/01/2021 14:49,466.79,25.62,0
01/01/2021 14:50,465.25,25.61,0
01/01/2021 14:51,461.99,25.62,5
01/01/2021 14:52,469.47,25.63,0
01/01/2021 14:53,469.99,25.66,2
01/01/2021 14:54,471.1,25.68,5
01/01/2021 14:55,475.12,25.68,1
01/01/2021 14:56,474.78,25.59,0
01/01/2021 14:57,479.57,25.62,0
01/01/2021 14:58,481.02,25.65,0
01/01/2021 14:59,481.81,25.63,0
01/01/2021 15:00,486.33,25.65,0
01/01/2021 15:01,485.93,25.61,0
01/01/2021 15:02,487.36,25.62,0
01/01/2021 15:03,487.57,25.62,0
01/01/2021 15:04,489.4,25.63,0
01/01/2021 15:05,488.86,25.69,0
01/01/2021 15:06,488.63,25.65,0
01/01/2021 15:07,488.34,25.61,0
01/01/2021 15:08,488.62,25.62,0
01/01/2021 15:09,485.24,25.63,0
01/01/2021 15:10,484.33,25.62,0
01/01/2021 15:11,487.08,25.65,0
01/01/2021 15:12,492.65,25.68,0
01/01/2021 15:13,493.95,25.65,0
01/01/2021 15:14,493.43,25.63,0
01/01/2021 15:15,496.1,25.66,0
01/01/2021 15:16,501.15,25.63,0
01/01/2021 15:17,502.9,25.65,0
01/01/2021 15:18,504.68,25.7,0
01/01/2021 15:19,506.39,25.72,0
01/01/2021 15:20,509.26,25.69,0
01/01/2021 15:21,512.19,25.66,0
01/01/2021 15:22,513.08,25.68,0
01/01/2021 15:23,515.49,25.7,0
01/01/2021 15:24,515.58,25.72,0
01/01/2021 15:25,515.17,25.66,0
01/01/2021 15:26,516.91,25.68,1
01/01/2021 15:27,520.46,25.66,0
01/01/2021 15:28,527.05,25.7,0
01/01/2021 15:29,528.36,25.7,0
01/01/2021 15:30,531.29,25.72,0
01/01/2021 15:31,531.68,25.73,0
01/01/2021 15:32,530.69,25.73,0
01/01/2021 15:33,533.52,25.72,0
01/01/2021 15:34,534.6,25.75,0
01/01/2021 15:35,534.18,25.76,0
01/01/2021 15:36,534.02,25.75,1
01/01/2021 15:37,535.8,25.73,0
01/01/2021 15:38,539.34,25.72,0
01/01/2021 15:39,545.67,25.75,0
01/01/2021 15:40,550.29,25.75,0
01/01/2021 15:41,554.29,25.73,0
01/01/2021 15:42,558.41,25.75,0
01/01/2021 15:43,560.38,25.75,0
01/01/2021 15:44,565.44,25.76,0
01/01/2021 15:45,570.7,25.79,0
01/01/2021 15:46,572.71,25.76,0
01/01/2021 15:47,576.56,25.72,0
01/01/2021 15:48,578.58,25.76,0
01/01/2021 15:49,580.38,25.77,0
01/01/2021 15:50,582.27,25.73,0
01/01/2021 15:51,586.19,25.76,0
01/01/2021 15:52,590.82,25.76,0
01/01/2021 15:53,593.22,25.73,0
01/01/2021 15:54,595.73,25.76,0
01/01/2021 15:55,601.13,25.8,0
01/01/2021 15:56,604.19,25.79,0
01/01/2021 15:57,610.16,25.77,0
01/01/2021 15:58,614.07,25.79,0
01/01/2021 15:59,617.86,25.8,0
