 

stn;time;tre200s0;rre150z0
BER;202209031010;16.2;0.0
BER;202209031020;17.6;0.0
BER;202209031030;17.4;0.0
BER;202209031040;17.4;0.0
BER;202209031050;17.2;0.0
BER;202209031100;18.4;0.0
BER;202209031110;17.9;0.0
BER;202209031120;17.5;0.0
BER;202209031130;17.0;0.0
BER;202209031140;17.3;0.5
BER;202209031150;18.5;0.0
BER;202209031200;18.7;0.0
BER;202209031210;18.4;0.0
BER;202209031220;18.5;0.0
BER;202209031230;18.5;0.0
BER;202209031240;18.6;0.0
BER;202209031250;19.4;0.0
BER;202209031300;20.1;0.0
BER;202209031310;19.3;0.0
BER;202209031320;19.2;0.0
BER;202209031330;19.8;0.0
BER;202209031340;20.5;0.0
BER;202209031350;21.0;0.0
BER;202209031400;20.3;0.0
BER;202209031410;20.4;0.0
BER;202209031420;21.0;0.0
BER;202209031430;21.2;0.0
BER;202209031440;21.0;0.0
BER;202209031450;20.6;0.0
BER;202209031500;20.9;0.0
BER;202209031510;20.8;0.0
BER;202209031520;20.5;0.0
BER;202209031530;21.2;0.0
BER;202209031540;21.2;0.0
BER;202209031550;21.1;0.0
BER;202209031600;21.4;0.0
BER;202209031610;21.3;0.0
BER;202209031620;21.0;0.0
BER;202209031630;21.0;0.0
BER;202209031640;20.8;0.0
BER;202209031650;20.3;0.0
BER;202209031700;20.3;0.0
BER;202209031710;20.0;0.0
BER;202209031720;20.4;0.0
BER;202209031730;20.3;0.0
BER;202209031740;19.9;0.0
BER;202209031750;20.0;0.0
BER;202209031800;18.4;0.0
BER;202209031810;18.0;0.0
BER;202209031820;18.5;0.0
BER;202209031830;17.6;0.0
BER;202209031840;17.0;0.0
BER;202209031850;16.3;0.0
BER;202209031900;16.9;0.0
BER;202209031910;17.0;0.0
BER;202209031920;16.8;0.0
BER;202209031930;16.9;0.0
BER;202209031940;16.6;0.0
BER;202209031950;16.3;0.0
BER;202209032000;17.3;0.0
BER;202209032010;17.1;0.0
BER;202209032020;17.7;0.0
BER;202209032030;17.7;0.0
BER;202209032040;17.1;0.0
BER;202209032050;17.0;0.0
BER;202209032100;17.2;0.0
BER;202209032110;17.0;0.0
BER;202209032120;16.9;0.0
BER;202209032130;17.0;0.0
BER;202209032140;17.0;0.0
BER;202209032150;16.5;0.0
BER;202209032200;16.5;0.0
BER;202209032210;16.4;0.0
BER;202209032220;16.4;0.0
BER;202209032230;16.5;0.0
BER;202209032240;16.5;0.0
BER;202209032250;16.4;0.0
BER;202209032300;16.3;0.0
BER;202209032310;16.3;0.0
BER;202209032320;16.3;0.0
BER;202209032330;16.2;0.0
BER;202209032340;16.2;0.0
BER;202209032350;16.1;0.0
BER;202209040000;16.1;0.0
BER;202209040010;16.0;0.0
BER;202209040020;15.7;0.0
BER;202209040030;15.7;0.0
BER;202209040040;15.8;0.0
BER;202209040050;15.6;0.0
BER;202209040100;14.9;0.0
BER;202209040110;15.1;0.0
BER;202209040120;15.0;0.0
BER;202209040130;14.9;0.0
BER;202209040140;14.8;0.0
BER;202209040150;14.4;0.0
BER;202209040200;14.4;0.0
BER;202209040210;14.3;0.0
BER;202209040220;14.2;0.0
BER;202209040230;14.5;0.0
BER;202209040240;14.7;0.0
BER;202209040250;14.4;0.0
BER;202209040300;14.7;0.0
BER;202209040310;14.7;0.0
BER;202209040320;14.7;0.0
BER;202209040330;14.5;0.0
BER;202209040340;14.7;0.0
BER;202209040350;14.6;0.0
BER;202209040400;14.5;0.0
BER;202209040410;14.0;0.0
BER;202209040420;13.3;0.0
BER;202209040430;13.5;0.0

