 

stn;time;gre000z0
BER;202209040340;0
BER;202209040350;0
BER;202209040400;0
BER;202209040410;0
BER;202209040420;0
BER;202209040430;0
BER;202209040440;0
BER;202209040450;1
BER;202209040500;4
BER;202209040510;10
BER;202209040520;17
BER;202209040530;24
BER;202209040540;48
BER;202209040550;61
BER;202209040600;111
BER;202209040610;145
BER;202209040620;94
BER;202209040630;87
BER;202209040640;177
BER;202209040650;268
BER;202209040700;261
BER;202209040710;306
BER;202209040720;212
BER;202209040730;145
BER;202209040740;375
BER;202209040750;451
BER;202209040800;503
BER;202209040810;544
BER;202209040820;601
BER;202209040830;587
BER;202209040840;616
BER;202209040850;494
BER;202209040900;511
BER;202209040910;556
BER;202209040920;684
BER;202209040930;678
BER;202209040940;627
BER;202209040950;613
BER;202209041000;698
BER;202209041010;701
BER;202209041020;760
BER;202209041030;770
BER;202209041040;778
BER;202209041050;785
BER;202209041100;789
BER;202209041110;792
BER;202209041120;792
BER;202209041130;797
BER;202209041140;800
BER;202209041150;793
BER;202209041200;799
BER;202209041210;802
BER;202209041220;737
BER;202209041230;786
BER;202209041240;779
BER;202209041250;731
BER;202209041300;786
BER;202209041310;623
BER;202209041320;410
BER;202209041330;376
BER;202209041340;652
BER;202209041350;700
BER;202209041400;695
BER;202209041410;677
BER;202209041420;630
BER;202209041430;596
BER;202209041440;569
BER;202209041450;540
BER;202209041500;512
BER;202209041510;483
BER;202209041520;451
BER;202209041530;420
BER;202209041540;388
BER;202209041550;358
BER;202209041600;328
BER;202209041610;300
BER;202209041620;272
BER;202209041630;241
BER;202209041640;210
BER;202209041650;179
BER;202209041700;148
BER;202209041710;118
BER;202209041720;90
BER;202209041730;67
BER;202209041740;45
BER;202209041750;20
BER;202209041800;9
BER;202209041810;3
BER;202209041820;0
BER;202209041830;0
BER;202209041840;0
BER;202209041850;0
BER;202209041900;0
BER;202209041910;0
BER;202209041920;0
BER;202209041930;0
BER;202209041940;0
BER;202209041950;0
BER;202209042000;0
BER;202209042010;0
BER;202209042020;0
BER;202209042030;0
BER;202209042040;0
BER;202209042050;0
BER;202209042100;0
BER;202209042110;0
BER;202209042120;0
BER;202209042130;0
BER;202209042140;0
BER;202209042150;0
BER;202209042200;0
BER;202209042210;0
BER;202209042220;0
BER;202209042230;0
BER;202209042240;0
BER;202209042250;0
BER;202209042300;0
BER;202209042310;0
BER;202209042320;0
BER;202209042330;0
BER;202209042340;0
BER;202209042350;0
BER;202209050000;0
BER;202209050010;0
BER;202209050020;0
BER;202209050030;0
BER;202209050040;0
BER;202209050050;0
BER;202209050100;0
BER;202209050110;0
BER;202209050120;0
BER;202209050130;0
BER;202209050140;0
BER;202209050150;0
BER;202209050200;0
BER;202209050210;0
BER;202209050220;0
BER;202209050230;0
BER;202209050240;0
BER;202209050250;0
BER;202209050300;0
BER;202209050310;0
BER;202209050320;0
BER;202209050330;0
BER;202209050340;0
BER;202209050350;0
BER;202209050400;0
BER;202209050410;0
BER;202209050420;0
BER;202209050430;0

stn;time;gre000z0
MUB;202209020000;3
MUB;202209020010;3
MUB;202209020020;3
MUB;202209020030;3
MUB;202209020040;3
MUB;202209020050;3
MUB;202209020100;2
MUB;202209020110;3
MUB;202209020120;3
MUB;202209020130;3
MUB;202209020140;3
MUB;202209020150;3
MUB;202209020200;3
MUB;202209020210;2
MUB;202209020220;2
MUB;202209020230;2
MUB;202209020240;3
MUB;202209020250;3
MUB;202209020300;3
MUB;202209020310;3
MUB;202209020320;3
MUB;202209020330;3
MUB;202209020340;3
MUB;202209020350;2
MUB;202209020400;3
MUB;202209020410;2
MUB;202209020420;2
MUB;202209020430;3
MUB;202209020440;3
MUB;202209020450;5
MUB;202209020500;9
MUB;202209020510;15
MUB;202209020520;22
MUB;202209020530;31
MUB;202209020540;64
MUB;202209020550;99
MUB;202209020600;123
MUB;202209020610;124
MUB;202209020620;139
MUB;202209020630;204
MUB;202209020640;229
MUB;202209020650;265
MUB;202209020700;269
MUB;202209020710;339
MUB;202209020720;263
MUB;202209020730;348
MUB;202209020740;476
MUB;202209020750;479
MUB;202209020800;307
MUB;202209020810;324
MUB;202209020820;151
MUB;202209020830;122
MUB;202209020840;319
MUB;202209020850;514
MUB;202209020900;499
MUB;202209020910;627
MUB;202209020920;651
MUB;202209020930;673
MUB;202209020940;688
MUB;202209020950;705
MUB;202209021000;723
MUB;202209021010;734
MUB;202209021020;735
MUB;202209021030;763
MUB;202209021040;786
MUB;202209021050;803
MUB;202209021100;726
MUB;202209021110;679
MUB;202209021120;724
MUB;202209021130;804
MUB;202209021140;778
MUB;202209021150;718
MUB;202209021200;660
MUB;202209021210;593
MUB;202209021220;645
MUB;202209021230;507
MUB;202209021240;328
MUB;202209021250;229
MUB;202209021300;159
MUB;202209021310;133
MUB;202209021320;87
MUB;202209021330;67
MUB;202209021340;88
MUB;202209021350;93
MUB;202209021400;77
MUB;202209021410;79
MUB;202209021420;134
MUB;202209021430;188
MUB;202209021440;230
MUB;202209021450;235
MUB;202209021500;307
MUB;202209021510;159
MUB;202209021520;117
MUB;202209021530;125
MUB;202209021540;90
MUB;202209021550;54
MUB;202209021600;53
MUB;202209021610;46
MUB;202209021620;61
MUB;202209021630;67
MUB;202209021640;73
MUB;202209021650;89
MUB;202209021700;132
MUB;202209021710;140
MUB;202209021720;135
MUB;202209021730;85
MUB;202209021740;69
MUB;202209021750;42
MUB;202209021800;23
MUB;202209021810;9
MUB;202209021820;6
MUB;202209021830;4
MUB;202209021840;3
MUB;202209021850;3
MUB;202209021900;3
MUB;202209021910;2
MUB;202209021920;3
MUB;202209021930;3
MUB;202209021940;3
MUB;202209021950;2
MUB;202209022000;3
MUB;202209022010;3
MUB;202209022020;3
MUB;202209022030;4
MUB;202209022040;3
MUB;202209022050;3
MUB;202209022100;4
MUB;202209022110;3
MUB;202209022120;2
MUB;202209022130;2
MUB;202209022140;2
MUB;202209022150;2
MUB;202209022200;2
MUB;202209022210;2
MUB;202209022220;4
MUB;202209022230;4
MUB;202209022240;3
MUB;202209022250;3
MUB;202209022300;2
MUB;202209022310;2
MUB;202209022320;2
MUB;202209022330;2
MUB;202209022340;2
MUB;202209022350;2
MUB;202209030000;3
MUB;202209030010;2
MUB;202209030020;2
MUB;202209030030;2
MUB;202209030040;3
MUB;202209030050;2
MUB;202209030100;2
MUB;202209030110;2
MUB;202209030120;2
MUB;202209030130;2
MUB;202209030140;3
MUB;202209030150;3
MUB;202209030200;3
MUB;202209030210;2
MUB;202209030220;2
MUB;202209030230;3
MUB;202209030240;2
MUB;202209030250;2
MUB;202209030300;2
MUB;202209030310;2
MUB;202209030320;2
MUB;202209030330;2
MUB;202209030340;3
MUB;202209030350;3
MUB;202209030400;2
MUB;202209030410;3
MUB;202209030420;3
MUB;202209030430;2
MUB;202209030440;3
MUB;202209030450;3
MUB;202209030500;5
MUB;202209030510;7
MUB;202209030520;9
MUB;202209030530;22
MUB;202209030540;42
MUB;202209030550;85
MUB;202209030600;111
MUB;202209030610;158
MUB;202209030620;159
MUB;202209030630;213
MUB;202209030640;266
MUB;202209030650;242
MUB;202209030700;192
MUB;202209030710;203
MUB;202209030720;153
MUB;202209030730;125
MUB;202209030740;56
MUB;202209030750;74
MUB;202209030800;60
MUB;202209030810;33
MUB;202209030820;30
MUB;202209030830;34
MUB;202209030840;35
MUB;202209030850;31
MUB;202209030900;30
MUB;202209030910;35
MUB;202209030920;90
MUB;202209030930;65
MUB;202209030940;161
MUB;202209030950;488
MUB;202209031000;687
MUB;202209031010;290
MUB;202209031020;201
MUB;202209031030;290
MUB;202209031040;457
MUB;202209031050;375
MUB;202209031100;236
MUB;202209031110;236
MUB;202209031120;137
MUB;202209031130;498
MUB;202209031140;645
MUB;202209031150;538
MUB;202209031200;947
MUB;202209031210;603
MUB;202209031220;861
MUB;202209031230;841
MUB;202209031240;527
MUB;202209031250;644
MUB;202209031300;601
MUB;202209031310;308
MUB;202209031320;485
MUB;202209031330;707
MUB;202209031340;615
MUB;202209031350;486
MUB;202209031400;704
MUB;202209031410;662
MUB;202209031420;538
MUB;202209031430;601
MUB;202209031440;441
MUB;202209031450;512
MUB;202209031500;525
MUB;202209031510;485
MUB;202209031520;456
MUB;202209031530;427
MUB;202209031540;398
MUB;202209031550;339
MUB;202209031600;345
MUB;202209031610;314
MUB;202209031620;197
MUB;202209031630;110
MUB;202209031640;96
MUB;202209031650;100
MUB;202209031700;198
MUB;202209031710;152
MUB;202209031720;74
MUB;202209031730;34
MUB;202209031740;24
MUB;202209031750;22
MUB;202209031800;16
MUB;202209031810;10
MUB;202209031820;4
MUB;202209031830;3
MUB;202209031840;3
MUB;202209031850;3
MUB;202209031900;3
MUB;202209031910;3
MUB;202209031920;3
MUB;202209031930;3
MUB;202209031940;3
MUB;202209031950;3
MUB;202209032000;3
MUB;202209032010;3
MUB;202209032020;3
MUB;202209032030;3
MUB;202209032040;3
MUB;202209032050;2
MUB;202209032100;3
MUB;202209032110;3
MUB;202209032120;3
MUB;202209032130;3
MUB;202209032140;3
MUB;202209032150;3
MUB;202209032200;3
MUB;202209032210;3
MUB;202209032220;2
MUB;202209032230;3
MUB;202209032240;3
MUB;202209032250;3
MUB;202209032300;3
MUB;202209032310;3
MUB;202209032320;2
MUB;202209032330;2
MUB;202209032340;3
MUB;202209032350;3
MUB;202209040000;3
MUB;202209040010;3
MUB;202209040020;2
MUB;202209040030;3
MUB;202209040040;3
MUB;202209040050;3
MUB;202209040100;3
MUB;202209040110;2
MUB;202209040120;2
MUB;202209040130;2
MUB;202209040140;3
MUB;202209040150;2
MUB;202209040200;2
MUB;202209040210;2
MUB;202209040220;2
MUB;202209040230;2
MUB;202209040240;2
MUB;202209040250;3
MUB;202209040300;2
MUB;202209040310;2
MUB;202209040320;3
MUB;202209040330;3
MUB;202209040340;3
MUB;202209040350;3
MUB;202209040400;3
MUB;202209040410;3
MUB;202209040420;3
MUB;202209040430;3
MUB;202209040440;3
MUB;202209040450;4
MUB;202209040500;6
MUB;202209040510;11
MUB;202209040520;19
MUB;202209040530;30
MUB;202209040540;44
MUB;202209040550;56
MUB;202209040600;84
MUB;202209040610;88
MUB;202209040620;183
MUB;202209040630;172
MUB;202209040640;139
MUB;202209040650;112
MUB;202209040700;106
MUB;202209040710;204
MUB;202209040720;344
MUB;202209040730;397
MUB;202209040740;446
MUB;202209040750;483
MUB;202209040800;331
MUB;202209040810;217
MUB;202209040820;396
MUB;202209040830;407
MUB;202209040840;432
MUB;202209040850;513
MUB;202209040900;702
MUB;202209040910;545
MUB;202209040920;616
MUB;202209040930;671
MUB;202209040940;710
MUB;202209040950;720
MUB;202209041000;734
MUB;202209041010;733
MUB;202209041020;739
MUB;202209041030;763
MUB;202209041040;762
MUB;202209041050;778
MUB;202209041100;785
MUB;202209041110;791
MUB;202209041120;780
MUB;202209041130;790
MUB;202209041140;807
MUB;202209041150;805
MUB;202209041200;801
MUB;202209041210;795
MUB;202209041220;792
MUB;202209041230;786
MUB;202209041240;783
MUB;202209041250;772
MUB;202209041300;754
MUB;202209041310;737
MUB;202209041320;725
MUB;202209041330;709
MUB;202209041340;691
MUB;202209041350;672
MUB;202209041400;656
MUB;202209041410;637
MUB;202209041420;614
MUB;202209041430;589
MUB;202209041440;565
MUB;202209041450;540
MUB;202209041500;514
MUB;202209041510;486
MUB;202209041520;457
MUB;202209041530;424
MUB;202209041540;399
MUB;202209041550;373
MUB;202209041600;345
MUB;202209041610;316
MUB;202209041620;283
MUB;202209041630;251
MUB;202209041640;221
MUB;202209041650;191
MUB;202209041700;157
MUB;202209041710;125
MUB;202209041720;101
MUB;202209041730;35
MUB;202209041740;26
MUB;202209041750;19
MUB;202209041800;14
MUB;202209041810;8
MUB;202209041820;5
MUB;202209041830;5
MUB;202209041840;4
MUB;202209041850;2
MUB;202209041900;3
MUB;202209041910;3
MUB;202209041920;3
MUB;202209041930;3
MUB;202209041940;3
MUB;202209041950;3
MUB;202209042000;3
MUB;202209042010;3
MUB;202209042020;3
MUB;202209042030;3
MUB;202209042040;3
MUB;202209042050;3
MUB;202209042100;2
MUB;202209042110;3
MUB;202209042120;3
MUB;202209042130;2
MUB;202209042140;3
MUB;202209042150;3
MUB;202209042200;3
MUB;202209042210;2
MUB;202209042220;3
MUB;202209042230;2
MUB;202209042240;3
MUB;202209042250;3
MUB;202209042300;3
MUB;202209042310;3
MUB;202209042320;2
MUB;202209042330;3
MUB;202209042340;3
MUB;202209042350;3
MUB;202209050000;3
MUB;202209050010;2
MUB;202209050020;3
MUB;202209050030;3
MUB;202209050040;3
MUB;202209050050;2
MUB;202209050100;3
MUB;202209050110;2
MUB;202209050120;3
MUB;202209050130;3
MUB;202209050140;3
MUB;202209050150;2
MUB;202209050200;3
MUB;202209050210;2
MUB;202209050220;3
MUB;202209050230;3
MUB;202209050240;2
MUB;202209050250;2
MUB;202209050300;2
MUB;202209050310;2
MUB;202209050320;2
MUB;202209050330;2
MUB;202209050340;3
MUB;202209050350;2
MUB;202209050400;2
MUB;202209050410;2
MUB;202209050420;2
MUB;202209050430;3

